,building,date,associated,authenticated,room,epochtime
0,school of Computer Science,Mon Nov 02 20:32:06 GMT+00:00 2015,0,0,2,1446496326
1,school of Computer Science,Mon Nov 02 20:37:10 GMT+00:00 2015,0,0,2,1446496630
2,school of Computer Science,Mon Nov 02 20:42:12 GMT+00:00 2015,0,0,2,1446496932
3,school of Computer Science,Mon Nov 02 20:47:14 GMT+00:00 2015,0,0,2,1446497234
4,school of Computer Science,Mon Nov 02 20:52:11 GMT+00:00 2015,0,0,2,1446497531
5,school of Computer Science,Mon Nov 02 20:57:11 GMT+00:00 2015,0,0,2,1446497831
6,school of Computer Science,Mon Nov 02 21:00:31 GMT+00:00 2015,0,0,2,1446498031
7,school of Computer Science,Mon Nov 02 21:07:19 GMT+00:00 2015,0,0,2,1446498439
8,school of Computer Science,Mon Nov 02 21:12:20 GMT+00:00 2015,0,0,2,1446498740
9,school of Computer Science,Mon Nov 02 21:17:20 GMT+00:00 2015,0,0,2,1446499040
10,school of Computer Science,Mon Nov 02 21:22:21 GMT+00:00 2015,0,0,2,1446499341
11,school of Computer Science,Mon Nov 02 21:27:21 GMT+00:00 2015,0,0,2,1446499641
12,school of Computer Science,Mon Nov 02 21:32:22 GMT+00:00 2015,0,0,2,1446499942
13,school of Computer Science,Mon Nov 02 21:37:21 GMT+00:00 2015,0,0,2,1446500241
14,school of Computer Science,Mon Nov 02 21:42:28 GMT+00:00 2015,0,0,2,1446500548
15,school of Computer Science,Mon Nov 02 21:47:29 GMT+00:00 2015,0,0,2,1446500849
16,school of Computer Science,Mon Nov 02 21:52:26 GMT+00:00 2015,0,0,2,1446501146
17,school of Computer Science,Mon Nov 02 21:57:27 GMT+00:00 2015,0,0,2,1446501447
18,school of Computer Science,Mon Nov 02 22:00:47 GMT+00:00 2015,0,0,2,1446501647
19,school of Computer Science,Mon Nov 02 22:06:26 GMT+00:00 2015,0,0,2,1446501986
20,school of Computer Science,Mon Nov 02 22:09:42 GMT+00:00 2015,0,0,2,1446502182
21,school of Computer Science,Mon Nov 02 22:13:04 GMT+00:00 2015,0,0,2,1446502384
22,school of Computer Science,Mon Nov 02 22:16:04 GMT+00:00 2015,0,0,2,1446502564
23,school of Computer Science,Mon Nov 02 22:20:46 GMT+00:00 2015,0,0,2,1446502846
24,school of Computer Science,Mon Nov 02 22:23:48 GMT+00:00 2015,0,0,2,1446503028
25,school of Computer Science,Mon Nov 02 22:27:42 GMT+00:00 2015,0,0,2,1446503262
26,school of Computer Science,Mon Nov 02 22:30:47 GMT+00:00 2015,0,0,2,1446503447
27,school of Computer Science,Mon Nov 02 22:33:50 GMT+00:00 2015,0,0,2,1446503630
28,school of Computer Science,Mon Nov 02 22:36:51 GMT+00:00 2015,0,0,2,1446503811
29,school of Computer Science,Mon Nov 02 22:40:14 GMT+00:00 2015,0,0,2,1446504014
30,school of Computer Science,Mon Nov 02 22:43:15 GMT+00:00 2015,0,0,2,1446504195
31,school of Computer Science,Mon Nov 02 22:46:24 GMT+00:00 2015,0,0,2,1446504384
32,school of Computer Science,Mon Nov 02 22:49:26 GMT+00:00 2015,0,0,2,1446504566
33,school of Computer Science,Mon Nov 02 22:52:52 GMT+00:00 2015,0,0,2,1446504772
34,school of Computer Science,Mon Nov 02 22:57:50 GMT+00:00 2015,0,0,2,1446505070
35,school of Computer Science,Mon Nov 02 23:02:53 GMT+00:00 2015,0,0,2,1446505373
36,school of Computer Science,Mon Nov 02 23:07:54 GMT+00:00 2015,0,0,2,1446505674
37,school of Computer Science,Mon Nov 02 23:12:55 GMT+00:00 2015,0,0,2,1446505975
38,school of Computer Science,Mon Nov 02 23:17:54 GMT+00:00 2015,0,0,2,1446506274
39,school of Computer Science,Mon Nov 02 23:22:57 GMT+00:00 2015,0,0,2,1446506577
40,school of Computer Science,Mon Nov 02 23:27:57 GMT+00:00 2015,0,0,2,1446506877
41,school of Computer Science,Mon Nov 02 23:33:04 GMT+00:00 2015,0,0,2,1446507184
42,school of Computer Science,Mon Nov 02 23:38:12 GMT+00:00 2015,0,0,2,1446507492
43,school of Computer Science,Mon Nov 02 23:43:02 GMT+00:00 2015,0,0,2,1446507782
44,school of Computer Science,Mon Nov 02 23:48:04 GMT+00:00 2015,0,0,2,1446508084
45,school of Computer Science,Mon Nov 02 23:53:06 GMT+00:00 2015,0,0,2,1446508386
46,school of Computer Science,Mon Nov 02 23:58:05 GMT+00:00 2015,0,0,2,1446508685
47,school of Computer Science,Tue Nov 03 00:03:14 GMT+00:00 2015,0,0,2,1446508994
48,school of Computer Science,Tue Nov 03 00:08:28 GMT+00:00 2015,0,0,2,1446509308
49,school of Computer Science,Tue Nov 03 00:13:19 GMT+00:00 2015,0,0,2,1446509599
50,school of Computer Science,Tue Nov 03 00:18:22 GMT+00:00 2015,0,0,2,1446509902
51,school of Computer Science,Tue Nov 03 00:24:42 GMT+00:00 2015,0,0,2,1446510282
52,school of Computer Science,Tue Nov 03 00:28:31 GMT+00:00 2015,0,0,2,1446510511
53,school of Computer Science,Tue Nov 03 00:33:26 GMT+00:00 2015,0,0,2,1446510806
54,school of Computer Science,Tue Nov 03 00:38:25 GMT+00:00 2015,0,0,2,1446511105
55,school of Computer Science,Tue Nov 03 00:43:30 GMT+00:00 2015,0,0,2,1446511410
56,school of Computer Science,Tue Nov 03 00:48:31 GMT+00:00 2015,0,0,2,1446511711
57,school of Computer Science,Tue Nov 03 00:53:32 GMT+00:00 2015,0,0,2,1446512012
58,school of Computer Science,Tue Nov 03 00:58:36 GMT+00:00 2015,0,0,2,1446512316
59,school of Computer Science,Tue Nov 03 01:03:36 GMT+00:00 2015,0,0,2,1446512616
60,school of Computer Science,Tue Nov 03 01:08:33 GMT+00:00 2015,0,0,2,1446512913
61,school of Computer Science,Tue Nov 03 01:13:41 GMT+00:00 2015,0,0,2,1446513221
62,school of Computer Science,Tue Nov 03 01:18:35 GMT+00:00 2015,0,0,2,1446513515
63,school of Computer Science,Tue Nov 03 01:23:35 GMT+00:00 2015,0,0,2,1446513815
64,school of Computer Science,Tue Nov 03 01:28:36 GMT+00:00 2015,0,0,2,1446514116
65,school of Computer Science,Tue Nov 03 01:33:36 GMT+00:00 2015,0,0,2,1446514416
66,school of Computer Science,Tue Nov 03 01:38:36 GMT+00:00 2015,0,0,2,1446514716
67,school of Computer Science,Tue Nov 03 01:43:38 GMT+00:00 2015,0,0,2,1446515018
68,school of Computer Science,Tue Nov 03 01:48:38 GMT+00:00 2015,0,0,2,1446515318
69,school of Computer Science,Tue Nov 03 01:53:38 GMT+00:00 2015,0,0,2,1446515618
70,school of Computer Science,Tue Nov 03 01:58:40 GMT+00:00 2015,0,0,2,1446515920
71,school of Computer Science,Tue Nov 03 02:03:47 GMT+00:00 2015,0,0,2,1446516227
72,school of Computer Science,Tue Nov 03 02:08:47 GMT+00:00 2015,0,0,2,1446516527
73,school of Computer Science,Tue Nov 03 02:13:44 GMT+00:00 2015,0,0,2,1446516824
74,school of Computer Science,Tue Nov 03 02:18:45 GMT+00:00 2015,0,0,2,1446517125
75,school of Computer Science,Tue Nov 03 02:23:46 GMT+00:00 2015,0,0,2,1446517426
76,school of Computer Science,Tue Nov 03 02:28:48 GMT+00:00 2015,0,0,2,1446517728
77,school of Computer Science,Tue Nov 03 02:33:49 GMT+00:00 2015,0,0,2,1446518029
78,school of Computer Science,Tue Nov 03 02:38:52 GMT+00:00 2015,0,0,2,1446518332
79,school of Computer Science,Tue Nov 03 02:43:52 GMT+00:00 2015,0,0,2,1446518632
80,school of Computer Science,Tue Nov 03 02:48:54 GMT+00:00 2015,0,0,2,1446518934
81,school of Computer Science,Tue Nov 03 02:53:52 GMT+00:00 2015,0,0,2,1446519232
82,school of Computer Science,Tue Nov 03 02:58:53 GMT+00:00 2015,0,0,2,1446519533
83,school of Computer Science,Tue Nov 03 03:03:55 GMT+00:00 2015,0,0,2,1446519835
84,school of Computer Science,Tue Nov 03 03:08:57 GMT+00:00 2015,0,0,2,1446520137
85,school of Computer Science,Tue Nov 03 03:12:10 GMT+00:00 2015,0,0,2,1446520330
86,school of Computer Science,Tue Nov 03 03:18:58 GMT+00:00 2015,0,0,2,1446520738
87,school of Computer Science,Tue Nov 03 03:23:57 GMT+00:00 2015,0,0,2,1446521037
88,school of Computer Science,Tue Nov 03 03:29:00 GMT+00:00 2015,0,0,2,1446521340
89,school of Computer Science,Tue Nov 03 03:34:03 GMT+00:00 2015,0,0,2,1446521643
90,school of Computer Science,Tue Nov 03 03:39:00 GMT+00:00 2015,0,0,2,1446521940
91,school of Computer Science,Tue Nov 03 03:44:03 GMT+00:00 2015,0,0,2,1446522243
92,school of Computer Science,Tue Nov 03 03:49:02 GMT+00:00 2015,0,0,2,1446522542
93,school of Computer Science,Tue Nov 03 03:54:04 GMT+00:00 2015,0,0,2,1446522844
94,school of Computer Science,Tue Nov 03 03:59:06 GMT+00:00 2015,0,0,2,1446523146
95,school of Computer Science,Tue Nov 03 04:04:08 GMT+00:00 2015,0,0,2,1446523448
96,school of Computer Science,Tue Nov 03 04:09:07 GMT+00:00 2015,0,0,2,1446523747
97,school of Computer Science,Tue Nov 03 04:14:07 GMT+00:00 2015,0,0,2,1446524047
98,school of Computer Science,Tue Nov 03 04:19:09 GMT+00:00 2015,0,0,2,1446524349
99,school of Computer Science,Tue Nov 03 04:24:09 GMT+00:00 2015,0,0,2,1446524649
100,school of Computer Science,Tue Nov 03 04:29:11 GMT+00:00 2015,0,0,2,1446524951
101,school of Computer Science,Tue Nov 03 04:34:13 GMT+00:00 2015,0,0,2,1446525253
102,school of Computer Science,Tue Nov 03 04:39:12 GMT+00:00 2015,0,0,2,1446525552
103,school of Computer Science,Tue Nov 03 04:44:13 GMT+00:00 2015,0,0,2,1446525853
104,school of Computer Science,Tue Nov 03 04:49:13 GMT+00:00 2015,0,0,2,1446526153
105,school of Computer Science,Tue Nov 03 04:54:15 GMT+00:00 2015,0,0,2,1446526455
106,school of Computer Science,Tue Nov 03 04:59:19 GMT+00:00 2015,0,0,2,1446526759
107,school of Computer Science,Tue Nov 03 05:04:20 GMT+00:00 2015,0,0,2,1446527060
108,school of Computer Science,Tue Nov 03 05:09:20 GMT+00:00 2015,0,0,2,1446527360
109,school of Computer Science,Tue Nov 03 05:14:20 GMT+00:00 2015,0,0,2,1446527660
110,school of Computer Science,Tue Nov 03 05:19:23 GMT+00:00 2015,0,0,2,1446527963
111,school of Computer Science,Tue Nov 03 05:24:24 GMT+00:00 2015,0,0,2,1446528264
112,school of Computer Science,Tue Nov 03 05:29:26 GMT+00:00 2015,0,0,2,1446528566
113,school of Computer Science,Tue Nov 03 05:34:26 GMT+00:00 2015,0,0,2,1446528866
114,school of Computer Science,Tue Nov 03 05:39:27 GMT+00:00 2015,0,0,2,1446529167
115,school of Computer Science,Tue Nov 03 05:44:28 GMT+00:00 2015,0,0,2,1446529468
116,school of Computer Science,Tue Nov 03 05:49:30 GMT+00:00 2015,0,0,2,1446529770
117,school of Computer Science,Tue Nov 03 05:54:36 GMT+00:00 2015,0,0,2,1446530076
118,school of Computer Science,Tue Nov 03 05:59:41 GMT+00:00 2015,0,0,2,1446530381
119,school of Computer Science,Tue Nov 03 06:04:43 GMT+00:00 2015,0,0,2,1446530683
120,school of Computer Science,Tue Nov 03 06:09:41 GMT+00:00 2015,0,0,2,1446530981
121,school of Computer Science,Tue Nov 03 06:14:40 GMT+00:00 2015,0,0,2,1446531280
122,school of Computer Science,Tue Nov 03 06:19:44 GMT+00:00 2015,0,0,2,1446531584
123,school of Computer Science,Tue Nov 03 06:24:45 GMT+00:00 2015,0,0,2,1446531885
124,school of Computer Science,Tue Nov 03 06:34:49 GMT+00:00 2015,0,0,2,1446532489
125,school of Computer Science,Tue Nov 03 06:39:49 GMT+00:00 2015,0,0,2,1446532789
126,school of Computer Science,Tue Nov 03 06:44:51 GMT+00:00 2015,0,0,2,1446533091
127,school of Computer Science,Tue Nov 03 06:49:53 GMT+00:00 2015,0,0,2,1446533393
128,school of Computer Science,Tue Nov 03 06:54:50 GMT+00:00 2015,0,0,2,1446533690
129,school of Computer Science,Tue Nov 03 06:59:56 GMT+00:00 2015,0,0,2,1446533996
130,school of Computer Science,Tue Nov 03 07:04:59 GMT+00:00 2015,0,0,2,1446534299
131,school of Computer Science,Tue Nov 03 07:10:01 GMT+00:00 2015,0,0,2,1446534601
132,school of Computer Science,Tue Nov 03 07:15:02 GMT+00:00 2015,0,0,2,1446534902
133,school of Computer Science,Tue Nov 03 07:20:05 GMT+00:00 2015,0,0,2,1446535205
134,school of Computer Science,Tue Nov 03 07:25:04 GMT+00:00 2015,0,0,2,1446535504
135,school of Computer Science,Tue Nov 03 07:30:10 GMT+00:00 2015,0,0,2,1446535810
136,school of Computer Science,Tue Nov 03 07:35:13 GMT+00:00 2015,0,0,2,1446536113
137,school of Computer Science,Tue Nov 03 07:40:14 GMT+00:00 2015,0,0,2,1446536414
138,school of Computer Science,Tue Nov 03 07:45:18 GMT+00:00 2015,0,0,2,1446536718
139,school of Computer Science,Tue Nov 03 07:50:24 GMT+00:00 2015,0,0,2,1446537024
140,school of Computer Science,Tue Nov 03 07:55:25 GMT+00:00 2015,0,0,2,1446537325
141,school of Computer Science,Tue Nov 03 08:00:32 GMT+00:00 2015,0,0,2,1446537632
142,school of Computer Science,Tue Nov 03 08:05:40 GMT+00:00 2015,0,0,2,1446537940
143,school of Computer Science,Tue Nov 03 08:10:40 GMT+00:00 2015,0,0,2,1446538240
144,school of Computer Science,Tue Nov 03 08:15:44 GMT+00:00 2015,0,0,2,1446538544
145,school of Computer Science,Tue Nov 03 08:20:49 GMT+00:00 2015,1,1,2,1446538849
146,school of Computer Science,Tue Nov 03 08:25:58 GMT+00:00 2015,3,3,2,1446539158
147,school of Computer Science,Tue Nov 03 08:31:04 GMT+00:00 2015,3,3,2,1446539464
148,school of Computer Science,Tue Nov 03 08:36:05 GMT+00:00 2015,3,3,2,1446539765
149,school of Computer Science,Tue Nov 03 08:41:15 GMT+00:00 2015,2,2,2,1446540075
150,school of Computer Science,Tue Nov 03 08:46:24 GMT+00:00 2015,2,2,2,1446540384
151,school of Computer Science,Tue Nov 03 08:51:46 GMT+00:00 2015,3,3,2,1446540706
152,school of Computer Science,Tue Nov 03 08:57:01 GMT+00:00 2015,4,4,2,1446541021
153,school of Computer Science,Tue Nov 03 09:02:20 GMT+00:00 2015,2,2,2,1446541340
154,school of Computer Science,Tue Nov 03 09:07:24 GMT+00:00 2015,1,1,2,1446541644
155,school of Computer Science,Tue Nov 03 09:12:01 GMT+00:00 2015,0,0,2,1446541921
156,school of Computer Science,Tue Nov 03 09:16:53 GMT+00:00 2015,0,0,2,1446542213
157,school of Computer Science,Tue Nov 03 09:21:55 GMT+00:00 2015,1,1,2,1446542515
158,school of Computer Science,Tue Nov 03 09:27:00 GMT+00:00 2015,2,2,2,1446542820
159,school of Computer Science,Tue Nov 03 09:32:07 GMT+00:00 2015,1,1,2,1446543127
160,school of Computer Science,Tue Nov 03 09:37:18 GMT+00:00 2015,4,4,2,1446543438
161,school of Computer Science,Tue Nov 03 09:42:20 GMT+00:00 2015,4,4,2,1446543740
162,school of Computer Science,Tue Nov 03 09:47:30 GMT+00:00 2015,3,3,2,1446544050
163,school of Computer Science,Tue Nov 03 09:52:47 GMT+00:00 2015,18,17,2,1446544367
164,school of Computer Science,Tue Nov 03 09:58:34 GMT+00:00 2015,21,21,2,1446544714
165,school of Computer Science,Tue Nov 03 10:03:51 GMT+00:00 2015,28,27,2,1446545031
166,school of Computer Science,Tue Nov 03 10:08:42 GMT+00:00 2015,29,29,2,1446545322
167,school of Computer Science,Tue Nov 03 10:13:08 GMT+00:00 2015,29,29,2,1446545588
168,school of Computer Science,Tue Nov 03 10:18:06 GMT+00:00 2015,30,30,2,1446545886
169,school of Computer Science,Tue Nov 03 10:23:02 GMT+00:00 2015,30,30,2,1446546182
170,school of Computer Science,Tue Nov 03 10:28:09 GMT+00:00 2015,31,31,2,1446546489
171,school of Computer Science,Tue Nov 03 10:33:16 GMT+00:00 2015,29,29,2,1446546796
172,school of Computer Science,Tue Nov 03 10:38:22 GMT+00:00 2015,28,28,2,1446547102
173,school of Computer Science,Tue Nov 03 10:43:31 GMT+00:00 2015,26,26,2,1446547411
174,school of Computer Science,Tue Nov 03 10:48:43 GMT+00:00 2015,30,30,2,1446547723
175,school of Computer Science,Tue Nov 03 10:54:35 GMT+00:00 2015,32,32,2,1446548075
176,school of Computer Science,Tue Nov 03 11:00:16 GMT+00:00 2015,23,23,2,1446548416
177,school of Computer Science,Tue Nov 03 11:05:25 GMT+00:00 2015,26,26,2,1446548725
178,school of Computer Science,Tue Nov 03 11:10:09 GMT+00:00 2015,34,33,2,1446549009
179,school of Computer Science,Tue Nov 03 11:14:50 GMT+00:00 2015,29,29,2,1446549290
180,school of Computer Science,Tue Nov 03 11:19:48 GMT+00:00 2015,27,27,2,1446549588
181,school of Computer Science,Tue Nov 03 11:24:51 GMT+00:00 2015,27,27,2,1446549891
182,school of Computer Science,Tue Nov 03 11:33:13 GMT+00:00 2015,28,28,2,1446550393
183,school of Computer Science,Tue Nov 03 11:40:38 GMT+00:00 2015,27,27,2,1446550838
184,school of Computer Science,Tue Nov 03 11:45:06 GMT+00:00 2015,27,27,2,1446551106
185,school of Computer Science,Tue Nov 03 11:50:25 GMT+00:00 2015,36,36,2,1446551425
186,school of Computer Science,Tue Nov 03 11:56:07 GMT+00:00 2015,32,32,2,1446551767
187,school of Computer Science,Tue Nov 03 12:01:23 GMT+00:00 2015,31,31,2,1446552083
188,school of Computer Science,Tue Nov 03 12:06:30 GMT+00:00 2015,20,20,2,1446552390
189,school of Computer Science,Tue Nov 03 12:11:07 GMT+00:00 2015,21,21,2,1446552667
190,school of Computer Science,Tue Nov 03 12:15:55 GMT+00:00 2015,21,21,2,1446552955
191,school of Computer Science,Tue Nov 03 12:20:57 GMT+00:00 2015,20,20,2,1446553257
192,school of Computer Science,Tue Nov 03 12:25:58 GMT+00:00 2015,12,12,2,1446553558
193,school of Computer Science,Tue Nov 03 12:31:02 GMT+00:00 2015,7,7,2,1446553862
194,school of Computer Science,Tue Nov 03 12:36:12 GMT+00:00 2015,6,6,2,1446554172
195,school of Computer Science,Tue Nov 03 12:41:24 GMT+00:00 2015,5,5,2,1446554484
196,school of Computer Science,Tue Nov 03 12:46:32 GMT+00:00 2015,3,3,2,1446554792
197,school of Computer Science,Tue Nov 03 12:51:57 GMT+00:00 2015,3,3,2,1446555117
198,school of Computer Science,Tue Nov 03 12:57:37 GMT+00:00 2015,21,21,2,1446555457
199,school of Computer Science,Tue Nov 03 13:03:01 GMT+00:00 2015,6,6,2,1446555781
200,school of Computer Science,Tue Nov 03 13:08:10 GMT+00:00 2015,6,6,2,1446556090
201,school of Computer Science,Tue Nov 03 13:12:42 GMT+00:00 2015,10,10,2,1446556362
202,school of Computer Science,Tue Nov 03 13:17:24 GMT+00:00 2015,11,11,2,1446556644
203,school of Computer Science,Tue Nov 03 13:22:20 GMT+00:00 2015,12,12,2,1446556940
204,school of Computer Science,Tue Nov 03 13:27:29 GMT+00:00 2015,12,11,2,1446557249
205,school of Computer Science,Tue Nov 03 13:32:38 GMT+00:00 2015,14,14,2,1446557558
206,school of Computer Science,Tue Nov 03 13:37:50 GMT+00:00 2015,15,15,2,1446557870
207,school of Computer Science,Tue Nov 03 13:42:55 GMT+00:00 2015,16,16,2,1446558175
208,school of Computer Science,Tue Nov 03 13:48:04 GMT+00:00 2015,19,19,2,1446558484
209,school of Computer Science,Tue Nov 03 13:53:30 GMT+00:00 2015,29,29,2,1446558810
210,school of Computer Science,Tue Nov 03 13:58:56 GMT+00:00 2015,21,21,2,1446559136
211,school of Computer Science,Tue Nov 03 14:04:19 GMT+00:00 2015,32,32,2,1446559459
212,school of Computer Science,Tue Nov 03 14:09:19 GMT+00:00 2015,46,46,2,1446559759
213,school of Computer Science,Tue Nov 03 14:13:37 GMT+00:00 2015,47,47,2,1446560017
214,school of Computer Science,Tue Nov 03 14:18:32 GMT+00:00 2015,48,48,2,1446560312
215,school of Computer Science,Tue Nov 03 14:23:32 GMT+00:00 2015,48,48,2,1446560612
216,school of Computer Science,Tue Nov 03 14:28:46 GMT+00:00 2015,51,51,2,1446560926
217,school of Computer Science,Tue Nov 03 14:34:16 GMT+00:00 2015,49,49,2,1446561256
218,school of Computer Science,Tue Nov 03 14:39:00 GMT+00:00 2015,46,46,2,1446561540
219,school of Computer Science,Tue Nov 03 14:44:09 GMT+00:00 2015,46,46,2,1446561849
220,school of Computer Science,Tue Nov 03 14:49:24 GMT+00:00 2015,46,45,2,1446562164
221,school of Computer Science,Tue Nov 03 14:54:50 GMT+00:00 2015,51,50,2,1446562490
222,school of Computer Science,Tue Nov 03 15:00:19 GMT+00:00 2015,58,56,2,1446562819
223,school of Computer Science,Tue Nov 03 15:05:15 GMT+00:00 2015,49,47,2,1446563115
224,school of Computer Science,Tue Nov 03 15:10:06 GMT+00:00 2015,49,49,2,1446563406
225,school of Computer Science,Tue Nov 03 15:14:28 GMT+00:00 2015,47,47,2,1446563668
226,school of Computer Science,Tue Nov 03 15:19:30 GMT+00:00 2015,42,42,2,1446563970
227,school of Computer Science,Tue Nov 03 15:24:34 GMT+00:00 2015,34,34,2,1446564274
228,school of Computer Science,Tue Nov 03 15:34:49 GMT+00:00 2015,35,35,2,1446564889
229,school of Computer Science,Tue Nov 03 15:39:52 GMT+00:00 2015,34,33,2,1446565192
230,school of Computer Science,Tue Nov 03 15:43:21 GMT+00:00 2015,34,33,2,1446565401
231,school of Computer Science,Tue Nov 03 15:50:39 GMT+00:00 2015,29,29,2,1446565839
232,school of Computer Science,Tue Nov 03 15:55:40 GMT+00:00 2015,32,32,2,1446566140
233,school of Computer Science,Tue Nov 03 16:00:49 GMT+00:00 2015,34,34,2,1446566449
234,school of Computer Science,Tue Nov 03 16:05:49 GMT+00:00 2015,31,31,2,1446566749
235,school of Computer Science,Tue Nov 03 16:10:53 GMT+00:00 2015,32,30,2,1446567053
236,school of Computer Science,Tue Nov 03 16:15:24 GMT+00:00 2015,36,35,2,1446567324
237,school of Computer Science,Tue Nov 03 16:20:35 GMT+00:00 2015,40,39,2,1446567635
238,school of Computer Science,Tue Nov 03 16:25:26 GMT+00:00 2015,41,40,2,1446567926
239,school of Computer Science,Tue Nov 03 16:30:26 GMT+00:00 2015,40,39,2,1446568226
240,school of Computer Science,Tue Nov 03 16:35:32 GMT+00:00 2015,39,39,2,1446568532
241,school of Computer Science,Tue Nov 03 16:40:40 GMT+00:00 2015,38,38,2,1446568840
242,school of Computer Science,Tue Nov 03 16:45:45 GMT+00:00 2015,37,37,2,1446569145
243,school of Computer Science,Tue Nov 03 16:50:59 GMT+00:00 2015,33,33,2,1446569459
244,school of Computer Science,Tue Nov 03 16:56:24 GMT+00:00 2015,36,36,2,1446569784
245,school of Computer Science,Tue Nov 03 17:01:29 GMT+00:00 2015,35,35,2,1446570089
246,school of Computer Science,Tue Nov 03 17:06:22 GMT+00:00 2015,36,36,2,1446570382
247,school of Computer Science,Tue Nov 03 17:11:16 GMT+00:00 2015,34,34,2,1446570676
248,school of Computer Science,Tue Nov 03 17:16:06 GMT+00:00 2015,35,35,2,1446570966
249,school of Computer Science,Tue Nov 03 17:21:14 GMT+00:00 2015,33,33,2,1446571274
250,school of Computer Science,Tue Nov 03 17:26:09 GMT+00:00 2015,33,33,2,1446571569
251,school of Computer Science,Tue Nov 03 17:31:10 GMT+00:00 2015,31,31,2,1446571870
252,school of Computer Science,Tue Nov 03 17:36:17 GMT+00:00 2015,30,30,2,1446572177
253,school of Computer Science,Tue Nov 03 17:41:23 GMT+00:00 2015,29,28,2,1446572483
254,school of Computer Science,Tue Nov 03 17:46:31 GMT+00:00 2015,32,32,2,1446572791
255,school of Computer Science,Tue Nov 03 17:51:37 GMT+00:00 2015,27,26,2,1446573097
256,school of Computer Science,Tue Nov 03 17:56:38 GMT+00:00 2015,26,26,2,1446573398
257,school of Computer Science,Tue Nov 03 18:01:37 GMT+00:00 2015,19,19,2,1446573697
258,school of Computer Science,Tue Nov 03 18:06:37 GMT+00:00 2015,14,14,2,1446573997
259,school of Computer Science,Tue Nov 03 18:12:25 GMT+00:00 2015,11,11,2,1446574345
260,school of Computer Science,Tue Nov 03 18:16:35 GMT+00:00 2015,11,11,2,1446574595
261,school of Computer Science,Tue Nov 03 18:21:38 GMT+00:00 2015,10,10,2,1446574898
262,school of Computer Science,Tue Nov 03 18:26:28 GMT+00:00 2015,9,9,2,1446575188
263,school of Computer Science,Tue Nov 03 18:31:25 GMT+00:00 2015,8,8,2,1446575485
264,school of Computer Science,Tue Nov 03 18:36:35 GMT+00:00 2015,8,8,2,1446575795
265,school of Computer Science,Tue Nov 03 18:41:32 GMT+00:00 2015,8,7,2,1446576092
266,school of Computer Science,Tue Nov 03 18:46:32 GMT+00:00 2015,6,6,2,1446576392
267,school of Computer Science,Tue Nov 03 18:51:33 GMT+00:00 2015,6,6,2,1446576693
268,school of Computer Science,Tue Nov 03 18:56:39 GMT+00:00 2015,6,6,2,1446576999
269,school of Computer Science,Tue Nov 03 19:01:46 GMT+00:00 2015,4,4,2,1446577306
270,school of Computer Science,Tue Nov 03 19:06:49 GMT+00:00 2015,2,2,2,1446577609
271,school of Computer Science,Tue Nov 03 19:11:49 GMT+00:00 2015,0,0,2,1446577909
272,school of Computer Science,Tue Nov 03 19:16:44 GMT+00:00 2015,0,0,2,1446578204
273,school of Computer Science,Tue Nov 03 19:21:50 GMT+00:00 2015,0,0,2,1446578510
274,school of Computer Science,Tue Nov 03 19:26:49 GMT+00:00 2015,1,1,2,1446578809
275,school of Computer Science,Tue Nov 03 19:31:55 GMT+00:00 2015,0,0,2,1446579115
276,school of Computer Science,Tue Nov 03 19:36:56 GMT+00:00 2015,0,0,2,1446579416
277,school of Computer Science,Tue Nov 03 19:41:54 GMT+00:00 2015,0,0,2,1446579714
278,school of Computer Science,Tue Nov 03 19:46:56 GMT+00:00 2015,0,0,2,1446580016
279,school of Computer Science,Tue Nov 03 19:51:55 GMT+00:00 2015,0,0,2,1446580315
280,school of Computer Science,Tue Nov 03 19:57:01 GMT+00:00 2015,0,0,2,1446580621
281,school of Computer Science,Tue Nov 03 20:02:03 GMT+00:00 2015,0,0,2,1446580923
282,school of Computer Science,Tue Nov 03 20:07:02 GMT+00:00 2015,0,0,2,1446581222
283,school of Computer Science,Tue Nov 03 20:12:02 GMT+00:00 2015,0,0,2,1446581522
284,school of Computer Science,Tue Nov 03 20:17:06 GMT+00:00 2015,0,0,2,1446581826
285,school of Computer Science,Tue Nov 03 20:22:03 GMT+00:00 2015,0,0,2,1446582123
286,school of Computer Science,Tue Nov 03 20:27:08 GMT+00:00 2015,0,0,2,1446582428
287,school of Computer Science,Tue Nov 03 20:32:06 GMT+00:00 2015,0,0,2,1446582726
288,school of Computer Science,Tue Nov 03 20:37:06 GMT+00:00 2015,0,0,2,1446583026
289,school of Computer Science,Tue Nov 03 20:42:13 GMT+00:00 2015,0,0,2,1446583333
290,school of Computer Science,Tue Nov 03 20:47:06 GMT+00:00 2015,0,0,2,1446583626
291,school of Computer Science,Tue Nov 03 20:52:10 GMT+00:00 2015,0,0,2,1446583930
292,school of Computer Science,Tue Nov 03 20:57:14 GMT+00:00 2015,0,0,2,1446584234
293,school of Computer Science,Tue Nov 03 21:02:13 GMT+00:00 2015,0,0,2,1446584533
294,school of Computer Science,Tue Nov 03 21:07:15 GMT+00:00 2015,0,0,2,1446584835
295,school of Computer Science,Tue Nov 03 21:12:18 GMT+00:00 2015,0,0,2,1446585138
296,school of Computer Science,Tue Nov 03 21:17:16 GMT+00:00 2015,0,0,2,1446585436
