,building,date,associated,authenticated,room,epochtime
843,school of Computer Science,Thu Nov 05 20:00:44 GMT+00:00 2015,0,0,2,1446753644
844,school of Computer Science,Thu Nov 05 20:06:57 GMT+00:00 2015,0,0,2,1446754017
845,school of Computer Science,Thu Nov 05 20:11:42 GMT+00:00 2015,0,0,2,1446754302
846,school of Computer Science,Thu Nov 05 20:16:47 GMT+00:00 2015,0,0,2,1446754607
847,school of Computer Science,Thu Nov 05 20:21:46 GMT+00:00 2015,0,0,2,1446754906
848,school of Computer Science,Thu Nov 05 20:26:53 GMT+00:00 2015,0,0,2,1446755213
849,school of Computer Science,Thu Nov 05 20:31:58 GMT+00:00 2015,0,0,2,1446755518
850,school of Computer Science,Thu Nov 05 20:36:56 GMT+00:00 2015,0,0,2,1446755816
851,school of Computer Science,Thu Nov 05 20:41:56 GMT+00:00 2015,0,0,2,1446756116
852,school of Computer Science,Thu Nov 05 20:46:54 GMT+00:00 2015,0,0,2,1446756414
853,school of Computer Science,Thu Nov 05 20:51:56 GMT+00:00 2015,0,0,2,1446756716
854,school of Computer Science,Thu Nov 05 20:57:01 GMT+00:00 2015,0,0,2,1446757021
855,school of Computer Science,Thu Nov 05 21:02:02 GMT+00:00 2015,0,0,2,1446757322
856,school of Computer Science,Thu Nov 05 21:07:14 GMT+00:00 2015,0,0,2,1446757634
857,school of Computer Science,Thu Nov 05 21:12:03 GMT+00:00 2015,0,0,2,1446757923
858,school of Computer Science,Thu Nov 05 21:17:07 GMT+00:00 2015,0,0,2,1446758227
859,school of Computer Science,Thu Nov 05 21:22:08 GMT+00:00 2015,0,0,2,1446758528
860,school of Computer Science,Thu Nov 05 21:27:08 GMT+00:00 2015,0,0,2,1446758828
861,school of Computer Science,Thu Nov 05 21:32:10 GMT+00:00 2015,0,0,2,1446759130
862,school of Computer Science,Thu Nov 05 21:37:17 GMT+00:00 2015,0,0,2,1446759437
863,school of Computer Science,Thu Nov 05 21:42:12 GMT+00:00 2015,0,0,2,1446759732
864,school of Computer Science,Thu Nov 05 21:47:17 GMT+00:00 2015,0,0,2,1446760037
865,school of Computer Science,Thu Nov 05 21:52:13 GMT+00:00 2015,0,0,2,1446760333
866,school of Computer Science,Thu Nov 05 21:57:13 GMT+00:00 2015,0,0,2,1446760633
867,school of Computer Science,Thu Nov 05 22:02:23 GMT+00:00 2015,0,0,2,1446760943
868,school of Computer Science,Thu Nov 05 22:07:45 GMT+00:00 2015,0,0,2,1446761265
869,school of Computer Science,Thu Nov 05 22:12:30 GMT+00:00 2015,0,0,2,1446761550
870,school of Computer Science,Thu Nov 05 22:17:20 GMT+00:00 2015,0,0,2,1446761840
871,school of Computer Science,Thu Nov 05 22:22:20 GMT+00:00 2015,0,0,2,1446762140
872,school of Computer Science,Thu Nov 05 22:27:27 GMT+00:00 2015,0,0,2,1446762447
873,school of Computer Science,Thu Nov 05 22:32:41 GMT+00:00 2015,0,0,2,1446762761
874,school of Computer Science,Thu Nov 05 22:37:22 GMT+00:00 2015,0,0,2,1446763042
875,school of Computer Science,Thu Nov 05 22:42:30 GMT+00:00 2015,0,0,2,1446763350
876,school of Computer Science,Thu Nov 05 22:47:28 GMT+00:00 2015,0,0,2,1446763648
877,school of Computer Science,Thu Nov 05 22:52:37 GMT+00:00 2015,0,0,2,1446763957
878,school of Computer Science,Thu Nov 05 22:57:32 GMT+00:00 2015,0,0,2,1446764252
879,school of Computer Science,Thu Nov 05 23:02:30 GMT+00:00 2015,0,0,2,1446764550
880,school of Computer Science,Thu Nov 05 23:07:28 GMT+00:00 2015,0,0,2,1446764848
881,school of Computer Science,Thu Nov 05 23:12:29 GMT+00:00 2015,0,0,2,1446765149
882,school of Computer Science,Thu Nov 05 23:17:31 GMT+00:00 2015,0,0,2,1446765451
883,school of Computer Science,Thu Nov 05 23:22:34 GMT+00:00 2015,0,0,2,1446765754
884,school of Computer Science,Thu Nov 05 23:27:34 GMT+00:00 2015,0,0,2,1446766054
885,school of Computer Science,Thu Nov 05 23:32:34 GMT+00:00 2015,0,0,2,1446766354
886,school of Computer Science,Thu Nov 05 23:37:34 GMT+00:00 2015,0,0,2,1446766654
887,school of Computer Science,Thu Nov 05 23:42:35 GMT+00:00 2015,0,0,2,1446766955
888,school of Computer Science,Thu Nov 05 23:47:36 GMT+00:00 2015,0,0,2,1446767256
889,school of Computer Science,Thu Nov 05 23:52:41 GMT+00:00 2015,0,0,2,1446767561
890,school of Computer Science,Thu Nov 05 23:57:37 GMT+00:00 2015,0,0,2,1446767857
891,school of Computer Science,Fri Nov 06 00:02:47 GMT+00:00 2015,0,0,2,1446768167
892,school of Computer Science,Fri Nov 06 00:07:28 GMT+00:00 2015,0,0,2,1446768448
893,school of Computer Science,Fri Nov 06 00:12:59 GMT+00:00 2015,0,0,2,1446768779
894,school of Computer Science,Fri Nov 06 00:17:51 GMT+00:00 2015,0,0,2,1446769071
895,school of Computer Science,Fri Nov 06 00:22:49 GMT+00:00 2015,0,0,2,1446769369
896,school of Computer Science,Fri Nov 06 00:27:52 GMT+00:00 2015,0,0,2,1446769672
897,school of Computer Science,Fri Nov 06 00:32:53 GMT+00:00 2015,0,0,2,1446769973
898,school of Computer Science,Fri Nov 06 00:37:53 GMT+00:00 2015,0,0,2,1446770273
899,school of Computer Science,Fri Nov 06 00:42:59 GMT+00:00 2015,0,0,2,1446770579
900,school of Computer Science,Fri Nov 06 00:50:09 GMT+00:00 2015,0,0,2,1446771009
901,school of Computer Science,Fri Nov 06 00:53:09 GMT+00:00 2015,0,0,2,1446771189
902,school of Computer Science,Fri Nov 06 00:58:05 GMT+00:00 2015,0,0,2,1446771485
903,school of Computer Science,Fri Nov 06 01:03:01 GMT+00:00 2015,0,0,2,1446771781
904,school of Computer Science,Fri Nov 06 01:08:05 GMT+00:00 2015,0,0,2,1446772085
905,school of Computer Science,Fri Nov 06 01:13:02 GMT+00:00 2015,0,0,2,1446772382
906,school of Computer Science,Fri Nov 06 01:18:02 GMT+00:00 2015,0,0,2,1446772682
907,school of Computer Science,Fri Nov 06 01:22:59 GMT+00:00 2015,0,0,2,1446772979
908,school of Computer Science,Fri Nov 06 01:28:01 GMT+00:00 2015,0,0,2,1446773281
909,school of Computer Science,Fri Nov 06 01:33:03 GMT+00:00 2015,0,0,2,1446773583
910,school of Computer Science,Fri Nov 06 01:38:05 GMT+00:00 2015,0,0,2,1446773885
911,school of Computer Science,Fri Nov 06 01:43:06 GMT+00:00 2015,0,0,2,1446774186
912,school of Computer Science,Fri Nov 06 01:48:07 GMT+00:00 2015,0,0,2,1446774487
913,school of Computer Science,Fri Nov 06 01:53:04 GMT+00:00 2015,0,0,2,1446774784
914,school of Computer Science,Fri Nov 06 01:58:06 GMT+00:00 2015,0,0,2,1446775086
915,school of Computer Science,Fri Nov 06 02:03:09 GMT+00:00 2015,0,0,2,1446775389
916,school of Computer Science,Fri Nov 06 02:08:08 GMT+00:00 2015,0,0,2,1446775688
917,school of Computer Science,Fri Nov 06 02:13:12 GMT+00:00 2015,0,0,2,1446775992
918,school of Computer Science,Fri Nov 06 02:16:19 GMT+00:00 2015,0,0,2,1446776179
919,school of Computer Science,Fri Nov 06 02:23:13 GMT+00:00 2015,0,0,2,1446776593
920,school of Computer Science,Fri Nov 06 02:28:13 GMT+00:00 2015,0,0,2,1446776893
921,school of Computer Science,Fri Nov 06 02:33:15 GMT+00:00 2015,0,0,2,1446777195
922,school of Computer Science,Fri Nov 06 02:38:16 GMT+00:00 2015,0,0,2,1446777496
923,school of Computer Science,Fri Nov 06 02:43:15 GMT+00:00 2015,0,0,2,1446777795
924,school of Computer Science,Fri Nov 06 02:48:16 GMT+00:00 2015,0,0,2,1446778096
925,school of Computer Science,Fri Nov 06 02:53:19 GMT+00:00 2015,0,0,2,1446778399
926,school of Computer Science,Fri Nov 06 02:58:20 GMT+00:00 2015,0,0,2,1446778700
927,school of Computer Science,Fri Nov 06 03:03:20 GMT+00:00 2015,0,0,2,1446779000
928,school of Computer Science,Fri Nov 06 03:08:19 GMT+00:00 2015,0,0,2,1446779299
929,school of Computer Science,Fri Nov 06 03:13:22 GMT+00:00 2015,0,0,2,1446779602
930,school of Computer Science,Fri Nov 06 03:18:21 GMT+00:00 2015,0,0,2,1446779901
931,school of Computer Science,Fri Nov 06 03:23:22 GMT+00:00 2015,0,0,2,1446780202
932,school of Computer Science,Fri Nov 06 03:28:25 GMT+00:00 2015,0,0,2,1446780505
933,school of Computer Science,Fri Nov 06 03:33:26 GMT+00:00 2015,0,0,2,1446780806
934,school of Computer Science,Fri Nov 06 03:38:25 GMT+00:00 2015,0,0,2,1446781105
935,school of Computer Science,Fri Nov 06 03:43:25 GMT+00:00 2015,0,0,2,1446781405
936,school of Computer Science,Fri Nov 06 03:48:26 GMT+00:00 2015,0,0,2,1446781706
937,school of Computer Science,Fri Nov 06 03:53:30 GMT+00:00 2015,0,0,2,1446782010
938,school of Computer Science,Fri Nov 06 03:58:27 GMT+00:00 2015,0,0,2,1446782307
939,school of Computer Science,Fri Nov 06 04:03:29 GMT+00:00 2015,0,0,2,1446782609
940,school of Computer Science,Fri Nov 06 04:08:30 GMT+00:00 2015,0,0,2,1446782910
941,school of Computer Science,Fri Nov 06 04:13:32 GMT+00:00 2015,0,0,2,1446783212
942,school of Computer Science,Fri Nov 06 04:18:35 GMT+00:00 2015,0,0,2,1446783515
943,school of Computer Science,Fri Nov 06 04:23:35 GMT+00:00 2015,0,0,2,1446783815
944,school of Computer Science,Fri Nov 06 04:28:36 GMT+00:00 2015,0,0,2,1446784116
945,school of Computer Science,Fri Nov 06 04:33:36 GMT+00:00 2015,0,0,2,1446784416
946,school of Computer Science,Fri Nov 06 04:38:36 GMT+00:00 2015,0,0,2,1446784716
947,school of Computer Science,Fri Nov 06 04:43:37 GMT+00:00 2015,0,0,2,1446785017
948,school of Computer Science,Fri Nov 06 04:48:40 GMT+00:00 2015,0,0,2,1446785320
949,school of Computer Science,Fri Nov 06 04:53:40 GMT+00:00 2015,0,0,2,1446785620
950,school of Computer Science,Fri Nov 06 04:58:38 GMT+00:00 2015,0,0,2,1446785918
951,school of Computer Science,Fri Nov 06 05:03:40 GMT+00:00 2015,0,0,2,1446786220
952,school of Computer Science,Fri Nov 06 05:08:38 GMT+00:00 2015,0,0,2,1446786518
953,school of Computer Science,Fri Nov 06 05:13:42 GMT+00:00 2015,0,0,2,1446786822
954,school of Computer Science,Fri Nov 06 05:18:43 GMT+00:00 2015,0,0,2,1446787123
955,school of Computer Science,Fri Nov 06 05:23:44 GMT+00:00 2015,0,0,2,1446787424
956,school of Computer Science,Fri Nov 06 05:28:44 GMT+00:00 2015,0,0,2,1446787724
957,school of Computer Science,Fri Nov 06 05:33:45 GMT+00:00 2015,0,0,2,1446788025
958,school of Computer Science,Fri Nov 06 05:38:46 GMT+00:00 2015,0,0,2,1446788326
959,school of Computer Science,Fri Nov 06 05:43:48 GMT+00:00 2015,0,0,2,1446788628
960,school of Computer Science,Fri Nov 06 05:48:49 GMT+00:00 2015,0,0,2,1446788929
961,school of Computer Science,Fri Nov 06 05:53:51 GMT+00:00 2015,0,0,2,1446789231
962,school of Computer Science,Fri Nov 06 05:58:53 GMT+00:00 2015,0,0,2,1446789533
963,school of Computer Science,Fri Nov 06 06:03:57 GMT+00:00 2015,0,0,2,1446789837
964,school of Computer Science,Fri Nov 06 06:08:57 GMT+00:00 2015,0,0,2,1446790137
965,school of Computer Science,Fri Nov 06 06:13:56 GMT+00:00 2015,0,0,2,1446790436
966,school of Computer Science,Fri Nov 06 06:18:58 GMT+00:00 2015,0,0,2,1446790738
967,school of Computer Science,Fri Nov 06 06:22:46 GMT+00:00 2015,0,0,2,1446790966
968,school of Computer Science,Fri Nov 06 06:29:00 GMT+00:00 2015,0,0,2,1446791340
969,school of Computer Science,Fri Nov 06 06:34:02 GMT+00:00 2015,1,1,2,1446791642
970,school of Computer Science,Fri Nov 06 06:39:02 GMT+00:00 2015,0,0,2,1446791942
971,school of Computer Science,Fri Nov 06 06:44:03 GMT+00:00 2015,1,1,2,1446792243
972,school of Computer Science,Fri Nov 06 06:49:06 GMT+00:00 2015,0,0,2,1446792546
973,school of Computer Science,Fri Nov 06 06:54:04 GMT+00:00 2015,0,0,2,1446792844
974,school of Computer Science,Fri Nov 06 06:59:08 GMT+00:00 2015,0,0,2,1446793148
975,school of Computer Science,Fri Nov 06 07:04:11 GMT+00:00 2015,0,0,2,1446793451
976,school of Computer Science,Fri Nov 06 07:09:10 GMT+00:00 2015,0,0,2,1446793750
977,school of Computer Science,Fri Nov 06 07:14:22 GMT+00:00 2015,0,0,2,1446794062
978,school of Computer Science,Fri Nov 06 07:19:22 GMT+00:00 2015,0,0,2,1446794362
979,school of Computer Science,Fri Nov 06 07:24:23 GMT+00:00 2015,0,0,2,1446794663
980,school of Computer Science,Fri Nov 06 07:29:27 GMT+00:00 2015,0,0,2,1446794967
981,school of Computer Science,Fri Nov 06 07:34:30 GMT+00:00 2015,0,0,2,1446795270
982,school of Computer Science,Fri Nov 06 07:39:31 GMT+00:00 2015,0,0,2,1446795571
983,school of Computer Science,Fri Nov 06 07:44:32 GMT+00:00 2015,0,0,2,1446795872
984,school of Computer Science,Fri Nov 06 07:49:34 GMT+00:00 2015,0,0,2,1446796174
985,school of Computer Science,Fri Nov 06 07:54:34 GMT+00:00 2015,0,0,2,1446796474
986,school of Computer Science,Fri Nov 06 07:59:40 GMT+00:00 2015,0,0,2,1446796780
987,school of Computer Science,Fri Nov 06 08:04:48 GMT+00:00 2015,0,0,2,1446797088
988,school of Computer Science,Fri Nov 06 08:09:46 GMT+00:00 2015,0,0,2,1446797386
989,school of Computer Science,Fri Nov 06 08:14:57 GMT+00:00 2015,0,0,2,1446797697
990,school of Computer Science,Fri Nov 06 08:19:58 GMT+00:00 2015,1,1,2,1446797998
991,school of Computer Science,Fri Nov 06 08:25:05 GMT+00:00 2015,1,1,2,1446798305
992,school of Computer Science,Fri Nov 06 08:30:11 GMT+00:00 2015,1,1,2,1446798611
993,school of Computer Science,Fri Nov 06 08:35:18 GMT+00:00 2015,1,1,2,1446798918
994,school of Computer Science,Fri Nov 06 08:40:20 GMT+00:00 2015,1,1,2,1446799220
995,school of Computer Science,Fri Nov 06 08:45:27 GMT+00:00 2015,1,1,2,1446799527
996,school of Computer Science,Fri Nov 06 08:50:43 GMT+00:00 2015,1,1,2,1446799843
997,school of Computer Science,Fri Nov 06 08:55:55 GMT+00:00 2015,1,1,2,1446800155
998,school of Computer Science,Fri Nov 06 09:01:03 GMT+00:00 2015,2,2,2,1446800463
999,school of Computer Science,Fri Nov 06 09:06:03 GMT+00:00 2015,2,2,2,1446800763
1000,school of Computer Science,Fri Nov 06 09:10:52 GMT+00:00 2015,2,2,2,1446801052
1001,school of Computer Science,Fri Nov 06 09:15:52 GMT+00:00 2015,3,3,2,1446801352
1002,school of Computer Science,Fri Nov 06 09:20:51 GMT+00:00 2015,3,3,2,1446801651
1003,school of Computer Science,Fri Nov 06 09:25:56 GMT+00:00 2015,3,3,2,1446801956
1004,school of Computer Science,Fri Nov 06 09:31:04 GMT+00:00 2015,3,3,2,1446802264
1005,school of Computer Science,Fri Nov 06 09:36:10 GMT+00:00 2015,2,2,2,1446802570
1006,school of Computer Science,Fri Nov 06 09:41:09 GMT+00:00 2015,2,2,2,1446802869
1007,school of Computer Science,Fri Nov 06 09:46:23 GMT+00:00 2015,2,2,2,1446803183
1008,school of Computer Science,Fri Nov 06 09:51:33 GMT+00:00 2015,3,3,2,1446803493
1009,school of Computer Science,Fri Nov 06 09:56:58 GMT+00:00 2015,2,2,2,1446803818
1010,school of Computer Science,Fri Nov 06 10:02:24 GMT+00:00 2015,2,2,2,1446804144
1011,school of Computer Science,Fri Nov 06 10:07:08 GMT+00:00 2015,3,3,2,1446804428
1012,school of Computer Science,Fri Nov 06 10:11:47 GMT+00:00 2015,2,2,2,1446804707
1013,school of Computer Science,Fri Nov 06 10:16:44 GMT+00:00 2015,3,3,2,1446805004
1014,school of Computer Science,Fri Nov 06 10:21:43 GMT+00:00 2015,4,4,2,1446805303
1015,school of Computer Science,Fri Nov 06 10:26:45 GMT+00:00 2015,4,4,2,1446805605
1016,school of Computer Science,Fri Nov 06 10:31:52 GMT+00:00 2015,2,2,2,1446805912
1017,school of Computer Science,Fri Nov 06 10:36:10 GMT+00:00 2015,2,2,2,1446806170
1018,school of Computer Science,Fri Nov 06 10:42:39 GMT+00:00 2015,6,6,2,1446806559
1019,school of Computer Science,Fri Nov 06 10:47:16 GMT+00:00 2015,8,8,2,1446806836
1020,school of Computer Science,Fri Nov 06 10:52:31 GMT+00:00 2015,11,11,2,1446807151
1021,school of Computer Science,Fri Nov 06 10:58:23 GMT+00:00 2015,16,16,2,1446807503
1022,school of Computer Science,Fri Nov 06 11:03:39 GMT+00:00 2015,16,16,2,1446807819
1023,school of Computer Science,Fri Nov 06 11:08:05 GMT+00:00 2015,15,15,2,1446808085
1024,school of Computer Science,Fri Nov 06 11:12:53 GMT+00:00 2015,16,16,2,1446808373
1025,school of Computer Science,Fri Nov 06 11:17:44 GMT+00:00 2015,13,13,2,1446808664
1026,school of Computer Science,Fri Nov 06 11:22:41 GMT+00:00 2015,18,18,2,1446808961
1027,school of Computer Science,Fri Nov 06 11:27:55 GMT+00:00 2015,20,20,2,1446809275
1028,school of Computer Science,Fri Nov 06 11:32:54 GMT+00:00 2015,17,17,2,1446809574
1029,school of Computer Science,Fri Nov 06 11:38:01 GMT+00:00 2015,17,17,2,1446809881
1030,school of Computer Science,Fri Nov 06 11:43:04 GMT+00:00 2015,17,17,2,1446810184
1031,school of Computer Science,Fri Nov 06 11:48:14 GMT+00:00 2015,19,19,2,1446810494
1032,school of Computer Science,Fri Nov 06 11:53:33 GMT+00:00 2015,19,19,2,1446810813
1033,school of Computer Science,Fri Nov 06 11:58:53 GMT+00:00 2015,23,23,2,1446811133
1034,school of Computer Science,Fri Nov 06 12:04:24 GMT+00:00 2015,18,18,2,1446811464
1035,school of Computer Science,Fri Nov 06 12:08:41 GMT+00:00 2015,12,12,2,1446811721
1036,school of Computer Science,Fri Nov 06 12:13:41 GMT+00:00 2015,11,11,2,1446812021
1037,school of Computer Science,Fri Nov 06 12:18:48 GMT+00:00 2015,13,13,2,1446812328
1038,school of Computer Science,Fri Nov 06 12:23:44 GMT+00:00 2015,15,15,2,1446812624
1039,school of Computer Science,Fri Nov 06 12:29:12 GMT+00:00 2015,15,15,2,1446812952
1040,school of Computer Science,Fri Nov 06 12:34:01 GMT+00:00 2015,14,14,2,1446813241
1041,school of Computer Science,Fri Nov 06 12:39:03 GMT+00:00 2015,15,15,2,1446813543
1042,school of Computer Science,Fri Nov 06 12:44:11 GMT+00:00 2015,14,14,2,1446813851
1043,school of Computer Science,Fri Nov 06 12:49:32 GMT+00:00 2015,13,13,2,1446814172
1044,school of Computer Science,Fri Nov 06 12:54:37 GMT+00:00 2015,15,15,2,1446814477
1045,school of Computer Science,Fri Nov 06 12:59:54 GMT+00:00 2015,14,14,2,1446814794
1046,school of Computer Science,Fri Nov 06 13:05:32 GMT+00:00 2015,11,11,2,1446815132
1047,school of Computer Science,Fri Nov 06 13:09:54 GMT+00:00 2015,13,13,2,1446815394
1048,school of Computer Science,Fri Nov 06 13:14:48 GMT+00:00 2015,10,10,2,1446815688
1049,school of Computer Science,Fri Nov 06 13:19:39 GMT+00:00 2015,12,12,2,1446815979
1050,school of Computer Science,Fri Nov 06 13:24:45 GMT+00:00 2015,11,11,2,1446816285
1051,school of Computer Science,Fri Nov 06 13:34:47 GMT+00:00 2015,8,8,2,1446816887
1052,school of Computer Science,Fri Nov 06 13:39:48 GMT+00:00 2015,9,8,2,1446817188
1053,school of Computer Science,Fri Nov 06 13:44:52 GMT+00:00 2015,9,9,2,1446817492
1054,school of Computer Science,Fri Nov 06 13:50:03 GMT+00:00 2015,7,7,2,1446817803
1055,school of Computer Science,Fri Nov 06 13:55:18 GMT+00:00 2015,19,19,2,1446818118
1056,school of Computer Science,Fri Nov 06 14:00:37 GMT+00:00 2015,10,9,2,1446818437
1057,school of Computer Science,Fri Nov 06 14:05:45 GMT+00:00 2015,13,13,2,1446818745
1058,school of Computer Science,Fri Nov 06 14:10:31 GMT+00:00 2015,28,28,2,1446819031
1059,school of Computer Science,Fri Nov 06 14:15:23 GMT+00:00 2015,30,30,2,1446819323
1060,school of Computer Science,Fri Nov 06 14:20:24 GMT+00:00 2015,34,34,2,1446819624
1061,school of Computer Science,Fri Nov 06 14:25:20 GMT+00:00 2015,35,35,2,1446819920
1062,school of Computer Science,Fri Nov 06 14:30:21 GMT+00:00 2015,36,35,2,1446820221
1063,school of Computer Science,Fri Nov 06 14:35:29 GMT+00:00 2015,34,33,2,1446820529
1064,school of Computer Science,Fri Nov 06 14:40:56 GMT+00:00 2015,36,35,2,1446820856
1065,school of Computer Science,Fri Nov 06 14:44:31 GMT+00:00 2015,36,35,2,1446821071
1066,school of Computer Science,Fri Nov 06 14:51:01 GMT+00:00 2015,33,32,2,1446821461
1067,school of Computer Science,Fri Nov 06 14:55:45 GMT+00:00 2015,33,33,2,1446821745
1068,school of Computer Science,Fri Nov 06 15:01:01 GMT+00:00 2015,32,32,2,1446822061
1069,school of Computer Science,Fri Nov 06 15:06:00 GMT+00:00 2015,46,45,2,1446822360
1070,school of Computer Science,Fri Nov 06 15:10:40 GMT+00:00 2015,40,40,2,1446822640
1071,school of Computer Science,Fri Nov 06 15:15:43 GMT+00:00 2015,43,42,2,1446822943
1072,school of Computer Science,Fri Nov 06 15:20:45 GMT+00:00 2015,40,39,2,1446823245
1073,school of Computer Science,Fri Nov 06 15:25:42 GMT+00:00 2015,38,38,2,1446823542
1074,school of Computer Science,Fri Nov 06 15:30:45 GMT+00:00 2015,35,34,2,1446823845
1075,school of Computer Science,Fri Nov 06 15:35:50 GMT+00:00 2015,32,32,2,1446824150
1076,school of Computer Science,Fri Nov 06 15:40:57 GMT+00:00 2015,29,28,2,1446824457
1077,school of Computer Science,Fri Nov 06 15:46:08 GMT+00:00 2015,26,25,2,1446824768
1078,school of Computer Science,Fri Nov 06 15:51:09 GMT+00:00 2015,26,25,2,1446825069
1079,school of Computer Science,Fri Nov 06 15:56:10 GMT+00:00 2015,24,24,2,1446825370
1080,school of Computer Science,Fri Nov 06 16:01:17 GMT+00:00 2015,25,24,2,1446825677
1081,school of Computer Science,Fri Nov 06 16:06:12 GMT+00:00 2015,22,22,2,1446825972
1082,school of Computer Science,Fri Nov 06 16:11:16 GMT+00:00 2015,22,22,2,1446826276
1083,school of Computer Science,Fri Nov 06 16:16:10 GMT+00:00 2015,21,21,2,1446826570
1084,school of Computer Science,Fri Nov 06 16:21:15 GMT+00:00 2015,22,22,2,1446826875
1085,school of Computer Science,Fri Nov 06 16:26:12 GMT+00:00 2015,21,21,2,1446827172
1086,school of Computer Science,Fri Nov 06 16:31:22 GMT+00:00 2015,21,21,2,1446827482
1087,school of Computer Science,Fri Nov 06 16:36:23 GMT+00:00 2015,18,18,2,1446827783
1088,school of Computer Science,Fri Nov 06 16:41:27 GMT+00:00 2015,19,19,2,1446828087
1089,school of Computer Science,Fri Nov 06 16:46:28 GMT+00:00 2015,19,19,2,1446828388
1090,school of Computer Science,Fri Nov 06 16:51:28 GMT+00:00 2015,19,19,2,1446828688
1091,school of Computer Science,Fri Nov 06 16:56:34 GMT+00:00 2015,20,20,2,1446828994
1092,school of Computer Science,Fri Nov 06 17:01:35 GMT+00:00 2015,20,20,2,1446829295
1093,school of Computer Science,Fri Nov 06 17:06:38 GMT+00:00 2015,19,19,2,1446829598
1094,school of Computer Science,Fri Nov 06 17:11:38 GMT+00:00 2015,18,18,2,1446829898
1095,school of Computer Science,Fri Nov 06 17:16:35 GMT+00:00 2015,19,19,2,1446830195
1096,school of Computer Science,Fri Nov 06 17:21:31 GMT+00:00 2015,17,17,2,1446830491
1097,school of Computer Science,Fri Nov 06 17:26:36 GMT+00:00 2015,16,16,2,1446830796
1098,school of Computer Science,Fri Nov 06 17:31:35 GMT+00:00 2015,13,13,2,1446831095
1099,school of Computer Science,Fri Nov 06 17:36:37 GMT+00:00 2015,13,13,2,1446831397
1100,school of Computer Science,Fri Nov 06 17:41:39 GMT+00:00 2015,9,9,2,1446831699
1101,school of Computer Science,Fri Nov 06 17:46:37 GMT+00:00 2015,7,7,2,1446831997
1102,school of Computer Science,Fri Nov 06 17:51:36 GMT+00:00 2015,7,7,2,1446832296
1103,school of Computer Science,Fri Nov 06 17:56:40 GMT+00:00 2015,8,8,2,1446832600
1104,school of Computer Science,Fri Nov 06 18:01:39 GMT+00:00 2015,8,8,2,1446832899
1105,school of Computer Science,Fri Nov 06 18:06:38 GMT+00:00 2015,7,7,2,1446833198
1106,school of Computer Science,Fri Nov 06 18:11:40 GMT+00:00 2015,6,6,2,1446833500
1107,school of Computer Science,Fri Nov 06 18:16:36 GMT+00:00 2015,6,6,2,1446833796
1108,school of Computer Science,Fri Nov 06 18:21:40 GMT+00:00 2015,7,7,2,1446834100
1109,school of Computer Science,Fri Nov 06 18:26:42 GMT+00:00 2015,7,7,2,1446834402
1110,school of Computer Science,Fri Nov 06 18:31:40 GMT+00:00 2015,6,6,2,1446834700
1111,school of Computer Science,Fri Nov 06 18:36:46 GMT+00:00 2015,6,6,2,1446835006
1112,school of Computer Science,Fri Nov 06 18:41:51 GMT+00:00 2015,5,5,2,1446835311
1113,school of Computer Science,Fri Nov 06 18:46:41 GMT+00:00 2015,4,4,2,1446835601
1114,school of Computer Science,Fri Nov 06 18:51:45 GMT+00:00 2015,4,4,2,1446835905
1115,school of Computer Science,Fri Nov 06 18:56:55 GMT+00:00 2015,4,4,2,1446836215
1116,school of Computer Science,Fri Nov 06 19:01:46 GMT+00:00 2015,1,1,2,1446836506
1117,school of Computer Science,Fri Nov 06 19:06:46 GMT+00:00 2015,0,0,2,1446836806
1118,school of Computer Science,Fri Nov 06 19:11:44 GMT+00:00 2015,0,0,2,1446837104
1119,school of Computer Science,Fri Nov 06 19:16:46 GMT+00:00 2015,0,0,2,1446837406
1120,school of Computer Science,Fri Nov 06 19:21:44 GMT+00:00 2015,0,0,2,1446837704
1121,school of Computer Science,Fri Nov 06 19:26:46 GMT+00:00 2015,0,0,2,1446838006
1122,school of Computer Science,Fri Nov 06 19:31:46 GMT+00:00 2015,0,0,2,1446838306
1123,school of Computer Science,Fri Nov 06 19:36:49 GMT+00:00 2015,0,0,2,1446838609
1124,school of Computer Science,Fri Nov 06 19:41:46 GMT+00:00 2015,0,0,2,1446838906
1125,school of Computer Science,Fri Nov 06 19:46:50 GMT+00:00 2015,0,0,2,1446839210
1126,school of Computer Science,Fri Nov 06 19:51:49 GMT+00:00 2015,0,0,2,1446839509
1127,school of Computer Science,Fri Nov 06 19:56:52 GMT+00:00 2015,0,0,2,1446839812
1128,school of Computer Science,Fri Nov 06 20:01:53 GMT+00:00 2015,0,0,2,1446840113
1129,school of Computer Science,Fri Nov 06 20:06:52 GMT+00:00 2015,0,0,2,1446840412
1130,school of Computer Science,Fri Nov 06 20:11:51 GMT+00:00 2015,0,0,2,1446840711
1131,school of Computer Science,Fri Nov 06 20:16:52 GMT+00:00 2015,0,0,2,1446841012
1132,school of Computer Science,Fri Nov 06 20:21:54 GMT+00:00 2015,0,0,2,1446841314
1133,school of Computer Science,Fri Nov 06 20:26:55 GMT+00:00 2015,0,0,2,1446841615
1134,school of Computer Science,Fri Nov 06 20:31:56 GMT+00:00 2015,0,0,2,1446841916
1135,school of Computer Science,Fri Nov 06 20:36:58 GMT+00:00 2015,0,0,2,1446842218
1136,school of Computer Science,Fri Nov 06 20:41:58 GMT+00:00 2015,0,0,2,1446842518
